tuyen,chieu_di,thu_tu,ma_ben,ten_ben,stop_lat,stop_lon
60,0,12,1912,VLEURGAT,50.823557,4.367669
60,0,13,4705,WASHINGTON,50.821867,4.363587
60,0,14,6408,LEPOUTRE,50.819959,4.359159
60,0,15,2122,GEORGES BRUGMANN,50.817163,4.354632
60,0,16,2846,MARIE DEPAGE,50.813945,4.356293
60,0,17,2123,CAVELL,50.811716,4.357429
60,0,18,2124,BRUNARD,50.808012,4.357118
60,0,19,2125,LANGEVELD,50.806502,4.357331
60,0,2,2920,AMBIORIX,50.847682,4.383747
60,0,20,1251,HOUZEAU,50.803621,4.358749
60,0,21,4854C,OBSERVATOIRE,50.799876,4.358382
60,0,22,4853,MERCURE,50.796415,4.356709
60,0,23,1623,GARE DE SAINT-JOB,50.794280,4.362192
60,0,24,1652,PLACE SAINT-JOB,50.793728,4.363929
60,0,25,1736,DE WANSIJN,50.792251,4.359013
60,0,26,1737,DROSSART,50.791920,4.351576
60,0,27,2769,CHENAIE,50.792764,4.347278
60,0,28,2770B,HELLEVELT,50.791875,4.343479
60,0,29,2771,GROELSTVELD,50.789913,4.338799
60,0,3,3080,MARIE-LOUISE,50.845024,4.377555
60,0,30,1949,ENGELAND,50.788995,4.334455
60,0,31,1962,UCCLE CALEVOET,50.791242,4.332898
60,0,4,6465,MAELBEEK,50.843551,4.378072
60,0,5,3117,PARC LEOPOLD,50.839547,4.380607
60,0,6,3921,JOURDAN,50.837471,4.380280
60,0,7,1880,VARIA,50.834405,4.378150
60,0,8,1881,BLYCKAERTS,50.833022,4.375424
60,0,9,1910,MALIBRAN,50.830855,4.373536
60,1,1,2701,UCCLE CALEVOET,50.790914,4.332986
60,1,10,4804B,MERCURE,50.796825,4.356449
60,1,11,4857B,OBSERVATOIRE,50.799553,4.358567
60,1,12,1250,HOUZEAU,50.803050,4.358807
60,1,13,2131,LANGEVELD,50.806358,4.357586
60,1,14,2132,BRUNARD,50.807958,4.357175
60,1,15,2133,CAVELL,50.811185,4.357628
60,1,16,2847,MARIE DEPAGE,50.814475,4.356109
60,1,17,2134,GEORGES BRUGMANN,50.816833,4.354964
60,1,18,6406,LEPOUTRE,50.819878,4.359400
60,1,19,6453,WASHINGTON,50.821838,4.362820
60,1,2,1929,ENGELAND,50.789477,4.333814
60,1,20,1976,VAN EYCK,50.821452,4.366581
60,1,21,1977,VLEURGAT,50.823501,4.367848
60,1,22,1986,BIARRITZ,50.825853,4.369757
60,1,23,6112,FLAGEY,50.828273,4.372017
60,1,24,1980,MALIBRAN,50.830576,4.373493
60,1,25,1884,BLYCKAERTS,50.832713,4.374968
60,1,26,1883,VARIA,50.834163,4.377866
60,1,27,3160,ETANGS,50.836107,4.380853
60,1,28,3158B,JOURDAN,50.837920,4.381785
60,1,29,1476,FROISSART,50.840500,4.381885
60,1,3,2702,GROELSTVELD,50.789861,4.338660
60,1,30,6464,MAELBEEK,50.843725,4.378319
60,1,31,3081,MARIE-LOUISE,50.845721,4.378078
60,1,32,1425,AMBIORIX,50.846244,4.384315
60,1,4,2704,HELLEVELT,50.792062,4.344201
60,1,5,2705,CHENAIE,50.792360,4.348895
60,1,6,1738,DROSSART,50.791920,4.351675
60,1,7,1739,DE WANSIJN,50.792486,4.359972
60,1,8,1653,PLACE SAINT-JOB,50.793908,4.364326
60,1,9,1634,GARE DE SAINT-JOB,50.794282,4.362375
61,0,1,1900,GARE DU NORD,50.860080,4.360273
61,0,10,6191,BRABANCONNE,50.851728,4.387294
61,0,11,6021,CHASSEURS ARDEN.,50.849259,4.389462
61,0,12,6023,JAMBLINNE DE MEUX,50.846809,4.393402
61,0,13,6022B,WAPPERS,50.845027,4.395125
61,0,14,6024,CHEVALERIE,50.842637,4.395658
61,0,15,1136,MERODE,50.839216,4.398528
61,0,16,2283,MONTGOMERY,50.837038,4.408147
61,0,17,1113,ICHEC,50.838804,4.408276
61,0,18,1139,GEORGES HENRI,50.842148,4.406718
61,0,19,1140,DEGROOFF,50.843639,4.411958
61,0,2,1904,ROGIER,50.855575,4.358297
61,0,20,1141,MEUDON,50.845080,4.417254
61,0,21,1138,ZEPHYR,50.846783,4.420899
61,0,22,1522,VERHEYLEWEGHEN,50.848165,4.425145
61,0,23,3899,MOONENS,50.848419,4.428830
61,0,24,3900,SAINTE-FAMILLE,50.850346,4.427968
61,0,25,2430,ANDROMEDE,50.853057,4.424597
61,0,26,3920,ANDROMEDE,50.854699,4.425119
61,0,27,3902,CAPRICORNE,50.855157,4.420893
61,0,28,3903,PLEIADES,50.854016,4.418262
61,0,29,2429,PLEIADES,50.853841,4.417309
61,0,3,6435,BOTANIQUE,50.853536,4.366082
61,0,4,9023B,RUE TRAVERSIERE,50.854136,4.369269
61,0,5,6017,HOUWAERT,50.852987,4.373581
61,0,6,6018,STEURS,50.852825,4.378168
61,0,7,6019,FUSS,50.853948,4.380753
61,0,8,6020,CLAYS,50.853914,4.383279
61,0,9,9291,DAILLY,50.852818,4.387149
61,1,1,2429,PLEIADES,50.853841,4.417309
61,1,10,1152,MEUDON,50.844896,4.416770
61,1,11,1153,DEGROOFF,50.843612,4.411504
61,1,12,1154,GEORGES HENRI,50.841746,4.406374
61,1,13,2287,MONTGOMERY,50.838007,4.406021
61,1,14,1156,MERODE,50.839607,4.398226
61,1,15,6053,CHEVALERIE,50.842763,4.395899
61,1,16,6054B,WAPPERS,50.844840,4.395358
61,1,17,6055,JAMBLINNE DE MEUX,50.847060,4.393260
61,1,18,6056,CHASSEURS ARDEN.,50.849111,4.389839
61,1,19,6190,BRABANCONNE,50.852119,4.387783
61,1,2,3958,PLEIADES,50.853929,4.418145
61,1,20,9296,DAILLY,50.853165,4.386831
61,1,21,6058,CLAYS,50.853903,4.383962
61,1,22,6059,FUSS,50.853517,4.380696
61,1,23,6060,STEURS,50.852933,4.377799
61,1,24,6061,BOSSUET,50.853870,4.373165
61,1,25,6062,RUE TRAVERSIERE,50.854551,4.368894
61,1,26,3313,QUETELET,50.852798,4.368894
61,1,27,3246,BOTANIQUE,50.853156,4.366166
61,1,28,1988B,ROGIER,50.855850,4.358545
61,1,29,1900,GARE DU NORD,50.860080,4.360273
61,1,3,3959,CAPRICORNE,50.855180,4.421039
61,1,4,3962,ANDROMEDE,50.854456,4.425251
61,1,5,2431,ANDROMEDE,50.853057,4.424597
61,1,6,3909,SAINTE-FAMILLE,50.850165,4.427982
61,1,7,3910,MOONENS,50.848417,4.428607
61,1,8,3919,VERHEYLEWEGHEN,50.848114,4.424722
61,1,9,1150,ZEPHYR,50.847132,4.421532
62,0,1,5042,DA VINCI,50.876177,4.410772
62,0,10,6419F,ROBIANO,50.860979,4.370727
62,0,11,6260F,LEFRANCQ,50.861626,4.367787
62,0,12,2726F,LIEDTS,50.864970,4.365599
62,0,13,2335F,MASUI,50.870102,4.361924
62,0,14,2879F,MARIE-CHRISTINE,50.874022,4.359319
62,0,15,6174F,PRINC. CLEMENTINE,50.876997,4.354658
62,0,16,6171,MOORSLEDE,50.877518,4.350310
62,0,17,4118F,BOCKSTAEL,50.877554,4.347198
62,0,18,6172,JACOBS FONTAINE,50.878928,4.342935
62,0,19,6552,FOYER JETTOIS,50.879035,4.338118
62,0,2,5874F,LEKAERTS,50.871499,4.406216
62,0,20,5090F,CIM. DE JETTE,50.880077,4.334920
62,0,21,5092F,GUILL. DE GREEF,50.882621,4.335572
62,0,22,5082,ERNEST SALU,50.884721,4.338988
62,0,23,4958F,STUYVENBERGH,50.886397,4.342466
62,0,24,2635F,SAINT-LAMBERT,50.890848,4.344463
62,0,25,9051F,HEYSEL,50.896804,4.337345
62,0,26,2635F,SAINT-LAMBERT,50.890848,4.344463
62,0,27,9051F,HEYSEL,50.896804,4.337345
62,0,3,5275F,EVERE SHOPPING,50.867644,4.402860
62,0,4,5274F,PENTATHLON,50.860596,4.401520
62,0,5,5308F,LEOPOLD III,50.856750,4.397569
62,0,6,2241G,MEISER,50.855501,4.395892
62,0,7,6258F,PATRIE,50.856734,4.391036
62,0,8,3308F,BIENFAITEURS,50.858308,4.384134
62,0,9,1696F,COTEAUX,50.859872,4.375848
62,1,1,5039,DA VINCI,50.876747,4.412529
62,1,10,6100,MOORSLEDE,50.877572,4.351034
62,1,11,6122,PRINC. CLEMENTINE,50.877132,4.353791
62,1,12,2878F,MARIE-CHRISTINE,50.873726,4.359447
62,1,13,2343F,MASUI,50.869867,4.362030
62,1,14,2720F,LIEDTS,50.864422,4.365912
62,1,15,6201F,LEFRANCQ,50.861404,4.368416
62,1,16,6202F,ROBIANO,50.860790,4.371323
62,1,17,1698F,COTEAUX,50.859573,4.376816
62,1,18,3360F,BIENFAITEURS,50.857679,4.384461
62,1,19,6204F,PATRIE,50.856230,4.391249
62,1,2,3321,FUSEE,50.877435,4.421296
62,1,20,2242F,MEISER,50.855222,4.397014
62,1,21,5354H,LEOPOLD III,50.857047,4.397456
62,1,22,5279F,PENTATHLON,50.860474,4.401537
62,1,23,5278F,EVERE SHOPPING,50.866727,4.402505
62,1,24,5277F,LEKAERTS,50.871868,4.406657
62,1,25,5039,DA VINCI,50.876747,4.412529
62,1,26,3321,FUSEE,50.877435,4.421296
62,1,27,3337F,BOURGET,50.878401,4.431144
62,1,3,3337F,BOURGET,50.878401,4.431144
62,1,4,5003,ERNEST SALU,50.884228,4.337802
62,1,5,5093F,GUILL. DE GREEF,50.882239,4.335430
62,1,6,5088F,CIM. DE JETTE,50.879789,4.334480
62,1,7,6505,FOYER JETTOIS,50.878984,4.338516
62,1,8,6504,JACOBS FONTAINE,50.878901,4.342438
62,1,9,4119F,BOCKSTAEL,50.877545,4.347795
63,0,1,6444,GARE CENTRALE,50.845927,4.357792
63,0,10,1419,GUEUX,50.847115,4.391358
63,0,11,1403,JAMBLINNE DE MEUX,50.847236,4.393729
63,0,12,3381,PLASKY,50.850952,4.397026
63,0,13,2247,MEISER,50.853976,4.397888
63,0,14,3761,LEOPOLD III,50.857620,4.398496
63,0,15,3762,FRANS COURTENS,50.859086,4.401334
63,0,16,3763,PAUL LEDUC,50.860595,4.405199
63,0,17,3766,OPTIMISME,50.861978,4.409319
63,0,18,3765,ARBRE UNIQUE,50.863775,4.413980
63,0,19,3274,CIM. DE BRUXELLES,50.864218,4.418716
63,0,2,3072,ROSA PARKS,50.847396,4.361439
63,0,20,3285,DIABLOTINS,50.865371,4.422078
63,0,21,3401,CIM. DE BRUXELLES,50.864254,4.418196
63,0,22,3285,DIABLOTINS,50.865371,4.422078
63,0,23,3401,CIM. DE BRUXELLES,50.864254,4.418196
63,0,3,3150,PARC,50.847560,4.363669
63,0,4,3354,PRESSE,50.848691,4.367960
63,0,5,1508,MADOU,50.849102,4.369937
63,0,6,1509,SAINT-JOSSE,50.849751,4.374333
63,0,7,1510,GUTENBERG,50.849039,4.377279
63,0,8,1273,AMBIORIX,50.846234,4.383470
63,0,9,1402B,MICHEL-ANGE,50.845205,4.386602
63,1,1,5308,LEOPOLD III,50.856759,4.397583
63,1,10,1570,SAINT-JOSSE,50.849814,4.374063
63,1,11,1571,MADOU,50.849743,4.369584
63,1,12,3358,PRESSE,50.847976,4.367781
63,1,13,3237,PARC,50.847651,4.363550
63,1,14,3062,ROSA PARKS,50.847297,4.361212
63,1,15,6442,GARE CENTRALE,50.846506,4.359369
63,1,16,1571,MADOU,50.849743,4.369584
63,1,17,3358,PRESSE,50.847976,4.367781
63,1,18,3237,PARC,50.847651,4.363550
63,1,19,3062,ROSA PARKS,50.847297,4.361212
63,1,2,2250,MEISER,50.853963,4.397794
63,1,20,6442,GARE CENTRALE,50.846506,4.359369
63,1,21,2301,ARENBERG,50.849265,4.356881
63,1,22,2595,DE BROUCKERE,50.850504,4.353890
63,1,3,3216,PLASKY,50.851141,4.395961
63,1,4,3707,JAMBLINNE DE MEUX,50.848238,4.395036
63,1,5,3217,GUEUX,50.847320,4.391116
63,1,6,3218,MARGUERITE,50.847096,4.387396
63,1,7,2920,AMBIORIX,50.847682,4.383747
63,1,8,3219,WATERLOO WILSON,50.847808,4.381205
63,1,9,1569B,GUTENBERG,50.849132,4.377147
64,0,1,1824,PORTE DE NAMUR,50.839652,4.364629
64,0,10,6082,LUTHER,50.849327,4.385650
64,0,11,6190,BRABANCONNE,50.852119,4.387783
64,0,12,2974,DAILLY,50.853714,4.388478
64,0,13,3183,PATRIE,50.857129,4.390241
64,0,14,3185,CHAZAL,50.860536,4.392046
64,0,15,2977,JOSAPHAT,50.862073,4.392530
64,0,16,2990,BICHON,50.864311,4.394179
64,0,17,2997,CONSCIENCE,50.867672,4.398627
64,0,18,2980,NOTRE-DAME,50.870872,4.400107
64,0,19,2995,OUD-KAPELLEKE,50.874395,4.403505
64,0,2,6433,TRONE,50.840315,4.367127
64,0,20,2982B,PAIX,50.876696,4.402225
64,0,21,2900,FONSON,50.879033,4.403878
64,0,22,2992,SAINT-VINCENT,50.880880,4.403855
64,0,23,3176,VANDENHOVEN,50.882205,4.407163
64,0,24,5299,BORDET STATION,50.878788,4.410101
64,0,3,1729,SCIENCE,50.839842,4.369371
64,0,4,1131B,LUXEMBOURG,50.839745,4.373679
64,0,5,1132,TREVES,50.841004,4.374318
64,0,6,2927,PARC LEOPOLD,50.841059,4.378272
64,0,7,6464,MAELBEEK,50.843725,4.378319
64,0,8,3081,MARIE-LOUISE,50.845721,4.378078
64,0,9,1273,AMBIORIX,50.846234,4.383470
64,1,1,5298,BORDET STATION,50.878860,4.409987
64,1,10,2915,JOSAPHAT,50.861481,4.392464
64,1,11,3186,CHAZAL,50.859673,4.391520
64,1,12,3184,PATRIE,50.856985,4.390113
64,1,13,2918,DAILLY,50.853309,4.388208
64,1,14,6191,BRABANCONNE,50.851728,4.387294
64,1,15,2920,AMBIORIX,50.847682,4.383747
64,1,16,3080,MARIE-LOUISE,50.845024,4.377555
64,1,17,6465,MAELBEEK,50.843551,4.378072
64,1,18,1497B,TOULOUSE,50.843138,4.375982
64,1,19,1160,TREVES,50.841975,4.374715
64,1,2,3126B,VANDENHOVEN,50.882329,4.407346
64,1,20,1162C,LUXEMBOURG,50.839401,4.373376
64,1,21,1776,SCIENCE,50.839925,4.369258
64,1,22,6432,TRONE,50.840537,4.366324
64,1,23,4952,PORTE DE NAMUR,50.838883,4.363086
64,1,3,2909,SAINT-VINCENT,50.880816,4.403821
64,1,4,2903,FONSON,50.878826,4.403693
64,1,5,2910,PAIX,50.877097,4.401905
64,1,6,2924,OUD-KAPELLEKE,50.874152,4.403007
64,1,7,2912,NOTRE-DAME,50.871438,4.399979
64,1,8,2996,CONSCIENCE,50.869407,4.399921
64,1,9,2926,BICHON,50.864482,4.394293
65,0,1,1283B,BIPLAN,50.884092,4.410163
65,0,10,9701,KERK MACHELEN,50.912789,4.435476
65,0,11,9729,PELLENBERG,50.914276,4.435643
65,0,12,3042,MACHELEN,50.912776,4.432925
65,0,13,3185,CHAZAL,50.860536,4.392046
65,0,14,2977,JOSAPHAT,50.862073,4.392530
65,0,15,2990,BICHON,50.864311,4.394179
65,0,16,2997,CONSCIENCE,50.867672,4.398627
65,0,17,2980,NOTRE-DAME,50.870872,4.400107
65,0,18,3361,HOEDEMAEKERS,50.871770,4.403872
65,0,19,3362,LEKAERTS,50.872550,4.407565
65,0,2,2294B,GARE DE HAREN-SUD,50.889600,4.416634
65,0,20,6081B,FERNAND LEGER,50.875408,4.410155
65,0,21,5361,BORDET STATION,50.878442,4.409805
65,0,22,1283B,BIPLAN,50.884092,4.410163
65,0,23,2294B,GARE DE HAREN-SUD,50.889600,4.416634
65,0,24,2987,CORTENBACH,50.891847,4.418029
65,0,25,2986B,TWYENINCK,50.896196,4.421147
65,0,26,2991,WITLOOF,50.901190,4.422883
65,0,27,9725,KASTEEL BEAULIEU,50.902827,4.427601
65,0,28,9726,RAEDEMAEKERS,50.907328,4.432775
65,0,29,9727,PARKSTRAAT,50.910196,4.439199
65,0,3,2987,CORTENBACH,50.891847,4.418029
65,0,30,9728,KONINGIN FABIOLA,50.911397,4.439720
65,0,31,9701,KERK MACHELEN,50.912789,4.435476
65,0,32,9729,PELLENBERG,50.914276,4.435643
65,0,33,3042,MACHELEN,50.912776,4.432925
65,0,34,9729,PELLENBERG,50.914276,4.435643
65,0,35,3042,MACHELEN,50.912776,4.432925
65,0,4,2986B,TWYENINCK,50.896196,4.421147
65,0,5,2991,WITLOOF,50.901190,4.422883
65,0,6,9725,KASTEEL BEAULIEU,50.902827,4.427601
65,0,7,9726,RAEDEMAEKERS,50.907328,4.432775
65,0,8,9727,PARKSTRAAT,50.910196,4.439199
65,0,9,9728,KONINGIN FABIOLA,50.911397,4.439720
65,1,1,3042,MACHELEN,50.912776,4.432925
65,1,10,3176,VANDENHOVEN,50.882205,4.407163
65,1,11,5362,BORDET STATION,50.878099,4.409958
65,1,12,5048,DA VINCI,50.876145,4.410440
65,1,13,3304,MATISSE,50.874490,4.408610
65,1,14,3305,LEKAERTS,50.871628,4.405932
65,1,15,3306,HOEDEMAEKERS,50.871958,4.403830
65,1,16,3307,NOTRE-DAME,50.871240,4.400462
65,1,17,2996,CONSCIENCE,50.869407,4.399921
65,1,18,2926,BICHON,50.864482,4.394293
65,1,19,2915,JOSAPHAT,50.861481,4.392464
65,1,2,9702,RAEDEMAEKERS,50.908114,4.431682
65,1,20,3186,CHAZAL,50.859673,4.391520
65,1,21,3184,PATRIE,50.856985,4.390113
65,1,22,3299,BIENFAITEURS,50.858323,4.384610
65,1,23,1697,COTEAUX,50.859744,4.376436
65,1,24,3380,ROBIANO,50.860251,4.371221
65,1,25,3325,MERIDIEN,50.856412,4.369051
65,1,26,6062,RUE TRAVERSIERE,50.854551,4.368894
65,1,27,3313,QUETELET,50.852798,4.368894
65,1,28,3332,MADOU,50.849887,4.369025
65,1,29,3358,PRESSE,50.847976,4.367781
65,1,3,9703,KASTEEL BEAULIEU,50.902928,4.427401
65,1,30,3237,PARC,50.847651,4.363550
65,1,31,3062,ROSA PARKS,50.847297,4.361212
65,1,32,6442,GARE CENTRALE,50.846506,4.359369
65,1,33,2301,ARENBERG,50.849265,4.356881
65,1,34,1353,DE BROUCKERE,50.850305,4.354548
65,1,4,2899,WITLOOF,50.901122,4.422301
65,1,5,2905,TWYENINCK,50.896412,4.421346
65,1,6,2895,HAREN,50.892834,4.421413
65,1,7,2988,CORTENBACH,50.892117,4.417902
65,1,8,2292B,GARE DE HAREN-SUD,50.889968,4.414876
65,1,9,2908B,BIPLAN,50.885733,4.410310
66,0,1,6445,GARE CENTRALE,50.845858,4.357294
66,0,10,1358,COTEAUX,50.859690,4.376229
66,0,11,1086,PAUL DESCHANEL,50.859427,4.379125
66,0,12,3451,AZALEES,50.862596,4.380940
66,0,13,3412,CROSSING,50.864559,4.381105
66,0,14,2345,LOUIS BERTRAND,50.866066,4.384904
66,0,15,2346,LATINIS,50.867468,4.386353
66,0,16,2174,TERDELT,50.868582,4.389962
66,0,17,3449,KURTH,50.868823,4.395744
66,0,18,3470,CONSCIENCE,50.868086,4.398201
66,0,19,3448B,GARE D'EVERE,50.867563,4.401340
66,0,2,3072,ROSA PARKS,50.847396,4.361439
66,0,20,3450,EVERE SHOPPING,50.866770,4.404753
66,0,21,3459,DUNANT,50.863443,4.410272
66,0,22,3460,GUILLAUME,50.861101,4.412554
66,0,23,3272,PADUWA,50.859714,4.414957
66,0,24,3273,ARTEMIS,50.861570,4.415903
66,0,25,3274,CIM. DE BRUXELLES,50.864218,4.418716
66,0,26,3285,DIABLOTINS,50.865371,4.422078
66,0,27,3286B,VILLON,50.863401,4.424931
66,0,28,3288,PEAGE,50.862418,4.426164
66,0,29,3286B,VILLON,50.863401,4.424931
66,0,3,3150,PARC,50.847560,4.363669
66,0,30,3288,PEAGE,50.862418,4.426164
66,0,4,3354,PRESSE,50.848691,4.367960
66,0,5,3355,MADOU,50.850084,4.369193
66,0,6,9060,QUETELET,50.852550,4.369293
66,0,7,9064,RUE TRAVERSIERE,50.855234,4.368981
66,0,8,6369,MERIDIEN,50.856809,4.369347
66,0,9,6418,ROBIANO,50.860305,4.371337
66,1,1,3284,PEAGE,50.862153,4.426100
66,1,10,2173,TERDELT,50.868579,4.389682
66,1,11,3408,LATINIS,50.867072,4.387035
66,1,12,3409,LOUIS BERTRAND,50.866159,4.386086
66,1,13,3410,CROSSING,50.865203,4.382190
66,1,14,3414,AZALEES,50.862497,4.380542
66,1,15,1177,PAUL DESCHANEL,50.859755,4.378841
66,1,16,1697,COTEAUX,50.859744,4.376436
66,1,17,3380,ROBIANO,50.860251,4.371221
66,1,18,3325,MERIDIEN,50.856412,4.369051
66,1,19,6062,RUE TRAVERSIERE,50.854551,4.368894
66,1,2,3661,CIM. DE BRUXELLES,50.863368,4.418752
66,1,20,3313,QUETELET,50.852798,4.368894
66,1,21,3332,MADOU,50.849887,4.369025
66,1,22,3358,PRESSE,50.847976,4.367781
66,1,23,3237,PARC,50.847651,4.363550
66,1,24,3062,ROSA PARKS,50.847297,4.361212
66,1,25,6442,GARE CENTRALE,50.846506,4.359369
66,1,26,2301,ARENBERG,50.849265,4.356881
66,1,27,1353,DE BROUCKERE,50.850305,4.354548
66,1,3,3210B,ARTEMIS,50.862308,4.416194
66,1,4,1535,PADUWA,50.859649,4.414209
66,1,5,3402,GUILLAUME,50.861276,4.412642
66,1,6,3403,DUNANT,50.865035,4.408995
66,1,7,3417,EVERE SHOPPING,50.867166,4.405886
66,1,8,3419,CONSCIENCE,50.868643,4.399693
66,1,9,3411,KURTH,50.868904,4.396128
69,0,1,2898,VERBOEKHOVEN,50.871074,4.376438
69,0,10,5362,BORDET STATION,50.878099,4.409958
69,0,11,5045,DA VINCI,50.874929,4.412712
69,0,12,9311,JULES BORDET,50.870901,4.418774
69,0,2,1577,PRINC. ELISABETH,50.873218,4.376999
69,0,3,3177,SCHAERBEEK GARE,50.877375,4.380191
69,0,4,3171,ZENOBE GRAMME,50.879820,4.384156
69,0,5,3172,CHAUMONTEL,50.878246,4.389711
69,0,6,3173,CARLI,50.879288,4.393676
69,0,7,3174,PICARDIE,50.879565,4.397072
69,0,8,3175B,SAINT-VINCENT,50.880598,4.402159
69,0,9,3176,VANDENHOVEN,50.882205,4.407163
69,1,1,9311,JULES BORDET,50.870901,4.418774
69,1,10,3106,SCHAERBEEK GARE,50.877429,4.379182
69,1,11,1576,PRINC. ELISABETH,50.872992,4.376771
69,1,12,5740,VERBOEKHOVEN,50.871379,4.375217
69,1,2,5046,DA VINCI,50.874586,4.413341
69,1,3,5361,BORDET STATION,50.878442,4.409805
69,1,4,3126B,VANDENHOVEN,50.882329,4.407346
69,1,5,3101,SAINT-VINCENT,50.880625,4.401861
69,1,6,3102,PICARDIE,50.879537,4.396015
69,1,7,3103,CARLI,50.879360,4.393349
69,1,8,3104,CHAUMONTEL,50.878452,4.389995
69,1,9,3105,ZENOBE GRAMME,50.879766,4.383871
7,0,1,5355F,CHAZAL,50.861129,4.391336
7,0,10,0826,DIAMANT,50.849394,4.402198
7,0,11,2243F,MEISER,50.854907,4.398704
7,0,12,5354H,LEOPOLD III,50.857047,4.397456
7,0,13,5355F,CHAZAL,50.861129,4.391336
7,0,14,5356,HELIOTROPES,50.863513,4.385826
7,0,15,5357,LOUIS BERTRAND,50.866751,4.385363
7,0,16,5350G,HOP. PAUL BRIEN,50.868924,4.384672
7,0,17,5359,DEMOLDER,50.872251,4.379834
7,0,18,6456F,PRINC. ELISABETH,50.873267,4.377632
7,0,19,5759F,DOCKS BRUXSEL,50.879569,4.374806
7,0,2,5356,HELIOTROPES,50.863513,4.385826
7,0,20,5716F,HEEMBEEK,50.887374,4.376410
7,0,21,5772,BUISSONNETS,50.891533,4.368331
7,0,22,5773,ARAUCARIA,50.893700,4.362556
7,0,23,5806,DE WAND,50.895399,4.356785
7,0,24,2635F,SAINT-LAMBERT,50.890848,4.344463
7,0,25,9051F,HEYSEL,50.896804,4.337345
7,0,26,6456F,PRINC. ELISABETH,50.873267,4.377632
7,0,27,5759F,DOCKS BRUXSEL,50.879569,4.374806
7,0,28,5716F,HEEMBEEK,50.887374,4.376410
7,0,29,5772,BUISSONNETS,50.891533,4.368331
7,0,3,5357,LOUIS BERTRAND,50.866751,4.385363
7,0,30,5773,ARAUCARIA,50.893700,4.362556
7,0,31,5806,DE WAND,50.895399,4.356785
7,0,32,2635F,SAINT-LAMBERT,50.890848,4.344463
7,0,33,9051F,HEYSEL,50.896804,4.337345
7,0,4,5350G,HOP. PAUL BRIEN,50.868924,4.384672
7,0,5,5359,DEMOLDER,50.872251,4.379834
7,0,6,6456F,PRINC. ELISABETH,50.873267,4.377632
7,0,7,5759F,DOCKS BRUXSEL,50.879569,4.374806
7,0,8,5716F,HEEMBEEK,50.887374,4.376410
7,0,9,0816,GEORGES HENRI,50.843896,4.405406
7,1,1,5701,ESPLANADE,50.900108,4.348126
7,1,10,5305G,LOUIS BERTRAND,50.865454,4.385091
7,1,11,5306G,HELIOTROPES,50.862532,4.386934
7,1,12,5307H,CHAZAL,50.860428,4.393069
7,1,13,0801,MONTGOMERY,50.837123,4.407182
7,1,14,0901,BOILEAU,50.832955,4.405187
7,1,15,5312,PETILLON,50.829295,4.402321
7,1,16,5311,ARSENAL,50.826403,4.397188
7,1,17,5266F,VUB,50.824529,4.393507
7,1,18,5205,ETTERBEEK GARE,50.822175,4.388833
7,1,19,5200F,ROFFIAEN,50.819680,4.381652
7,1,2,5700G,DE WAND,50.895098,4.357463
7,1,20,2351F,BUYL,50.818916,4.378789
7,1,21,5311,ARSENAL,50.826403,4.397188
7,1,22,5266F,VUB,50.824529,4.393507
7,1,23,5205,ETTERBEEK GARE,50.822175,4.388833
7,1,24,5200F,ROFFIAEN,50.819680,4.381652
7,1,25,3481,BUYL,50.817420,4.378614
7,1,26,5208,CAMBRE-ETOILE,50.816372,4.376301
7,1,27,1049F,LEGRAND,50.815519,4.371065
7,1,28,5210,BASCULE,50.814979,4.367815
7,1,29,5211,LONGCHAMP,50.811923,4.367234
7,1,3,5704F,ARAUCARIA,50.892871,4.363956
7,1,30,5212,GOSSART,50.811392,4.361586
7,1,31,5213,CAVELL,50.811554,4.356734
7,1,32,5220F,CHURCHILL,50.811805,4.354662
7,1,33,9969F,CHURCHILL,50.811985,4.353655
7,1,34,5219F,CHURCHILL,50.812147,4.352676
7,1,35,6421F,VANDERKINDERE,50.813378,4.348149
7,1,36,6424F,VANDERKINDERE,50.814348,4.347510
7,1,4,5705,BUISSONNETS,50.891291,4.368867
7,1,5,5715F,HEEMBEEK,50.886989,4.376573
7,1,6,5758F,DOCKS BRUXSEL,50.879173,4.374834
7,1,7,6457F,PRINC. ELISABETH,50.873010,4.378128
7,1,8,5303,DEMOLDER,50.871801,4.380544
7,1,9,5317G,HOP. PAUL BRIEN,50.868018,4.385362
71,0,1,2596,DE BROUCKERE,50.849654,4.352651
71,0,10,5611,MUSEE D'IXELLES,50.829965,4.369547
71,0,11,3372,FLAGEY,50.827114,4.372103
71,0,12,3517,ETANGS D'IXELLES,50.824140,4.373435
71,0,13,3510B,GEO BERNIER,50.820259,4.377041
71,0,14,2397,BUYL,50.817442,4.380672
71,0,15,5407,ULB,50.814061,4.384119
71,0,16,3514,CIM. D'IXELLES,50.815966,4.390704
71,0,17,3515,FRAITEUR,50.817711,4.396025
71,0,18,1597B,CHIREC,50.817082,4.400814
71,0,19,3520,DELTA,50.816741,4.405032
71,0,2,2296,ARENBERG,50.848166,4.356478
71,0,3,6444,GARE CENTRALE,50.845927,4.357792
71,0,4,3502,BOZAR,50.844123,4.359055
71,0,5,3503,ROYALE,50.842487,4.358970
71,0,6,1734,TRONE,50.840638,4.364821
71,0,7,3518B,PORTE DE NAMUR,50.837543,4.362009
71,0,8,3506,QUART.ST-BONIFACE,50.835086,4.363978
