tuyen,chieu_di,thu_tu,ma_ben,ten_ben,stop_lat,stop_lon
71,0,9,2928,FERNAND COCQ,50.833057,4.366481
71,1,1,3521,BEAULIEU,50.815977,4.407516
71,1,10,3570,ETANGS D'IXELLES,50.823690,4.373961
71,1,11,3572,FLAGEY,50.827754,4.371676
71,1,12,5612,MUSEE D'IXELLES,50.829785,4.369746
71,1,13,2963,FERNAND COCQ,50.833219,4.366552
71,1,14,2964B,QUART.ST-BONIFACE,50.835413,4.363769
71,1,15,2967B,PORTE DE NAMUR,50.838171,4.361980
71,1,16,2948,TRONE,50.840674,4.364886
71,1,17,3567,ROYALE,50.842748,4.358813
71,1,18,1003,GARE CENTRALE,50.844659,4.359615
71,1,19,2301,ARENBERG,50.849265,4.356881
71,1,2,3556,DELTA,50.818237,4.404285
71,1,20,2595,DE BROUCKERE,50.850504,4.353890
71,1,21,2596,DE BROUCKERE,50.849654,4.352651
71,1,22,2596,DE BROUCKERE,50.849654,4.352651
71,1,3,1598B,CHIREC,50.817056,4.399788
71,1,4,3557,FRAITEUR,50.817890,4.396128
71,1,5,3558,CIM. D'IXELLES,50.816011,4.390576
71,1,6,3559A,ULB,50.813899,4.384459
71,1,7,3525,JEANNE,50.815284,4.383736
71,1,8,2351,BUYL,50.818914,4.378791
71,1,9,3562B,GEO BERNIER,50.820853,4.376617
72,0,1,3513,ULB,50.813926,4.384942
72,0,10,2046,HERRMANN-DEBROUX,50.812357,4.429112
72,0,11,3526,JARDIN MASSART,50.813158,4.433902
72,0,12,3529,ROUGE-CLOITRE,50.811446,4.439690
72,0,13,3522,ADEPS,50.809849,4.443453
72,0,2,3514,CIM. D'IXELLES,50.815966,4.390704
72,0,3,3515,FRAITEUR,50.817711,4.396025
72,0,4,1597B,CHIREC,50.817082,4.400814
72,0,5,3546,DELTA,50.818353,4.405847
72,0,6,3551,CLESSE,50.817864,4.411684
72,0,7,3550,ROODENBERG,50.816111,4.416345
72,0,8,3549,VIGNETTE,50.813655,4.419876
72,0,9,6469,DEMEY,50.812620,4.423124
72,1,1,3556,DELTA,50.818237,4.404285
72,1,10,3556,DELTA,50.818237,4.404285
72,1,11,1598B,CHIREC,50.817056,4.399788
72,1,12,3557,FRAITEUR,50.817890,4.396128
72,1,13,3558,CIM. D'IXELLES,50.816011,4.390576
72,1,14,5407,ULB,50.814061,4.384119
72,1,2,1598B,CHIREC,50.817056,4.399788
72,1,3,3557,FRAITEUR,50.817890,4.396128
72,1,4,3558,CIM. D'IXELLES,50.816011,4.390576
72,1,5,5407,ULB,50.814061,4.384119
72,1,6,4407,VIGNETTE,50.814222,4.419678
72,1,7,3552,ROODENBERG,50.816381,4.415721
72,1,8,3553,CLESSE,50.817227,4.413423
72,1,9,3447,GINETTE JAVAUX,50.818694,4.408515
73,0,1,2384,CERIA,50.816082,4.290149
73,0,10,1662,GARE DU MIDI,50.838508,4.336507
73,0,11,1665,HERMES,50.828595,4.316431
73,0,12,3858,PETITE ILE,50.830575,4.320065
73,0,13,3852,DEUX GARES,50.832052,4.324833
73,0,14,2528,VETERINAIRES,50.832620,4.328908
73,0,15,2541,PLACE V. HORTA,50.834784,4.332879
73,0,16,1662,GARE DU MIDI,50.838508,4.336507
73,0,2,3860,INTERNATIONAL,50.816204,4.307848
73,0,3,3859,LABEUR,50.819864,4.308609
73,0,4,3856,DIGUE DU CANAL,50.824377,4.309924
73,0,5,1665,HERMES,50.828595,4.316431
73,0,6,3858,PETITE ILE,50.830575,4.320065
73,0,7,3852,DEUX GARES,50.832052,4.324833
73,0,8,2528,VETERINAIRES,50.832620,4.328908
73,0,9,2541,PLACE V. HORTA,50.834784,4.332879
73,1,1,1664,GARE DU MIDI,50.838616,4.336440
73,1,10,2382,CERIA,50.816506,4.290393
73,1,11,3074,CLEMENCE EVERARD,50.818299,4.266915
73,1,12,7671,EDDY MERCKX,50.816611,4.281609
73,1,13,2623,EDDY MERCKX,50.817028,4.278602
73,1,14,2624,MEYLEMEERSCH,50.816051,4.274660
73,1,15,2625,ERASME,50.815259,4.265609
73,1,16,3046,CLEMENCE EVERARD,50.817588,4.265310
73,1,17,3074,CLEMENCE EVERARD,50.818299,4.266915
73,1,2,3800,ELOY,50.835641,4.331204
73,1,3,3802,VETERINAIRES,50.833098,4.327990
73,1,4,3804,DEUX GARES,50.832053,4.324230
73,1,5,3805,PETITE ILE,50.830458,4.319426
73,1,6,1666,HERMES,50.828587,4.315907
73,1,7,3808,DIGUE DU CANAL,50.823468,4.308548
73,1,8,3812,LABEUR,50.820529,4.308197
73,1,9,3853,INTERNATIONAL,50.816699,4.307634
74,0,1,3415,VAN HAELEN,50.780327,4.325692
74,0,10,2632,FORESTOISE,50.807449,4.326304
74,0,11,2616B,FOREST NATIONAL,50.809707,4.323479
74,0,12,2939B,GARE FOREST-EST,50.809306,4.320361
74,0,13,1248,SAINT-DENIS,50.811385,4.318647
74,0,14,1085,BERVOETS,50.817464,4.320483
74,0,15,2551,CHARROI,50.822171,4.321734
74,0,16,2556,ILE SAINTE-HELENE,50.823497,4.316113
74,0,17,3681,DIGUE DU CANAL,50.823973,4.310747
74,0,18,2550,VAN KALKEN,50.827044,4.305009
74,0,19,2252,ARISTIDE BRIAND,50.828949,4.302693
74,0,2,7472,DROGENBOS,50.784693,4.318950
74,0,20,2617,VEEWEYDE,50.828528,4.298556
74,0,21,2618,DEBUSSY,50.827578,4.294576
74,0,22,2619,FRANS HALS,50.826707,4.290885
74,0,23,2620,MARTIN LUTH. KING,50.825307,4.287215
74,0,24,2621,MARIE CURIE,50.821824,4.283943
74,0,25,2622,TREFLES,50.819542,4.283026
74,0,26,2623,EDDY MERCKX,50.817028,4.278602
74,0,27,2624,MEYLEMEERSCH,50.816051,4.274660
74,0,28,2625,ERASME,50.815259,4.265609
74,0,29,3046,CLEMENCE EVERARD,50.817588,4.265310
74,0,3,1039,GRAND'ROUTE,50.788601,4.313788
74,0,30,3074,CLEMENCE EVERARD,50.818299,4.266915
74,0,31,3074,CLEMENCE EVERARD,50.818299,4.266915
74,0,4,5923,EGGERGAT,50.795119,4.315950
74,0,5,5921B,CARREFOUR STALLE,50.795942,4.320812
74,0,6,5916,EGIDE VAN OPHEM,50.796220,4.324184
74,0,7,1457,WAGON,50.797046,4.328719
74,0,8,2452,VICTOR ALLARD,50.800727,4.327285
74,0,9,2453,DECROLY,50.804591,4.328088
74,1,1,3074,CLEMENCE EVERARD,50.818299,4.266915
74,1,10,2607,VEEWEYDE,50.828449,4.299611
74,1,11,2225,ARISTIDE BRIAND,50.828805,4.303346
74,1,12,2226,VAN KALKEN,50.826586,4.304877
74,1,13,3682,DIGUE DU CANAL,50.823802,4.310464
74,1,14,2523,ILE SAINTE-HELENE,50.823274,4.316581
74,1,15,2555,CHARROI,50.821668,4.321970
74,1,16,1015,BERVOETS,50.816648,4.319873
74,1,17,5719,SAINT-DENIS,50.809901,4.317548
74,1,18,2952B,GARE FOREST-EST,50.809127,4.320825
74,1,19,2732,FOREST NATIONAL,50.809854,4.324406
74,1,2,2598,ERASME,50.815052,4.266326
74,1,20,2631,FORESTOISE,50.807324,4.326280
74,1,21,2414,DECROLY,50.804320,4.327880
74,1,22,2415,AULNE,50.802945,4.330492
74,1,23,1447,VICTOR ALLARD,50.800989,4.329699
74,1,24,1448,VICTOR GAMBIER,50.798952,4.333472
74,1,25,1622,WAGON,50.796845,4.329360
74,1,26,5953,EGIDE VAN OPHEM,50.796311,4.323759
74,1,27,5920C,CARREFOUR STALLE,50.795966,4.320384
74,1,28,5922,EGGERGAT,50.794272,4.312968
74,1,29,2610,DROGENBOS-SHOP.,50.793372,4.309999
74,1,3,2614,MEYLEMEERSCH,50.815603,4.272953
74,1,30,7468,GRAND'ROUTE,50.787383,4.316901
74,1,31,7469,DROGENBOS,50.784594,4.318938
74,1,32,3535,BEERSELLAAN,50.780573,4.324655
74,1,33,3415,VAN HAELEN,50.780327,4.325692
74,1,4,2599,EDDY MERCKX,50.816904,4.279004
74,1,5,2600,TREFLES,50.819177,4.283268
74,1,6,2601,MARIE CURIE,50.821500,4.284226
74,1,7,2602,MARTIN LUTH. KING,50.825555,4.288086
74,1,8,2605,FRANS HALS,50.826205,4.289699
74,1,9,2606,DEBUSSY,50.827658,4.295798
75,0,1,1951,HEROS,50.803306,4.342621
75,0,10,1479,COLOMBOPHILES,50.818644,4.298266
75,0,11,1498,HUIT HEURES,50.820497,4.299327
75,0,12,1480,WAXWEILER,50.823075,4.296755
75,0,13,5297B,BIZET,50.825454,4.298142
75,0,14,1495,VAN BEETHOVEN,50.828962,4.293893
75,0,15,6856B,YSAYE,50.830357,4.296602
75,0,16,2319,HOPITAL BRACOPS,50.833458,4.295192
75,0,17,1482,RENE HENRY,50.836154,4.295301
75,0,18,1260,FRUITS,50.837572,4.289977
75,0,19,1483,WESTLAND SHOPPING,50.837828,4.283771
75,0,2,1594,GLOBE,50.800674,4.337416
75,0,20,1484,POMMIER,50.835155,4.280397
75,0,21,1018,BON AIR,50.835978,4.274419
75,0,22,1486B,BON AIR,50.835718,4.275337
75,0,3,1622,WAGON,50.796845,4.329360
75,0,4,5953,EGIDE VAN OPHEM,50.796311,4.323759
75,0,5,5920C,CARREFOUR STALLE,50.795966,4.320384
75,0,6,5922,EGGERGAT,50.794272,4.312968
75,0,7,2610,DROGENBOS-SHOP.,50.793372,4.309999
75,0,8,1477B,CERIA,50.816266,4.290209
75,0,9,1478,CAMPUS CERIA,50.815856,4.295020
75,1,1,1486B,BON AIR,50.835718,4.275337
75,1,10,1493,WAUTERS,50.818515,4.294711
75,1,11,1541B,CAMPUS CERIA,50.816555,4.292593
75,1,12,3078,CERIA,50.816248,4.290578
75,1,13,2660,DROGENBOS-SHOP.,50.792767,4.308875
75,1,14,5923,EGGERGAT,50.795119,4.315950
75,1,15,5921B,CARREFOUR STALLE,50.795942,4.320812
75,1,16,5916,EGIDE VAN OPHEM,50.796220,4.324184
75,1,17,1621,WAGON,50.796777,4.329332
75,1,18,1595,GLOBE,50.800560,4.337300
75,1,19,5058,HEROS,50.803542,4.341571
75,1,2,1487,POMMIER,50.834966,4.280497
75,1,20,1951,HEROS,50.803306,4.342621
75,1,3,1488,WESTLAND SHOPPING,50.837674,4.284250
75,1,4,1204,FRUITS,50.837374,4.290288
75,1,5,1489,RENE HENRY,50.836343,4.295116
75,1,6,2375,HOPITAL BRACOPS,50.833718,4.295433
75,1,7,1490,VAN BEETHOVEN,50.828854,4.293893
75,1,8,5296B,BIZET,50.825126,4.297987
75,1,9,1492,WAXWEILER,50.823022,4.297351
76,0,1,1638B,KRAAINEM,50.848754,4.458553
76,0,10,1491,JOZEF BAUS,50.839511,4.494793
76,0,11,9164,MARMOTTE,50.836770,4.498038
76,0,12,1629,OPPEM,50.835745,4.495689
76,0,2,1601,REINE ASTRID,50.848082,4.467057
76,0,3,2424,KRAAINEM-SHOPPING,50.848040,4.474114
76,0,4,3457,HENRIETTE LAUWERS,50.850009,4.483008
76,0,5,1615,GERGEL,50.850406,4.486940
76,0,6,1605,LOUIS MARCELIS,50.846945,4.483422
76,0,7,1617,PLAINE DES SPORTS,50.843555,4.487245
76,0,8,1602,VIOLETTES,50.840730,4.484638
76,0,9,1620B,HERNALSTEEN,50.840141,4.489543
76,1,1,1629,OPPEM,50.835745,4.495689
76,1,10,1673,REINE ASTRID,50.848287,4.466527
76,1,11,1638B,KRAAINEM,50.848754,4.458553
76,1,2,1494,JOZEF BAUS,50.839821,4.494327
76,1,3,1656B,HERNALSTEEN,50.840053,4.488152
76,1,4,1668,VIOLETTES,50.840347,4.484773
76,1,5,1657,PLAINE DES SPORTS,50.843201,4.487593
76,1,6,1669,LOUIS MARCELIS,50.847023,4.483433
76,1,7,1659,GERGEL,50.850898,4.486474
76,1,8,3456,HENRIETTE LAUWERS,50.850306,4.483009
76,1,9,2425,KRAAINEM-SHOPPING,50.848221,4.472851
77,0,1,1638B,KRAAINEM,50.848754,4.458553
77,0,10,7501,HIPPODROME,50.849530,4.505415
77,0,2,1601,REINE ASTRID,50.848082,4.467057
77,0,3,2424,KRAAINEM-SHOPPING,50.848040,4.474114
77,0,4,1616,VOISINS,50.852094,4.481924
77,0,5,1625,EGLISE WEZEMBEEK,50.852723,4.482954
77,0,6,1375,GERGEL,50.851218,4.487768
77,0,7,1377,DEUTSCHE SCHULE,50.852427,4.491947
77,0,8,1380,LONG-CHENE,50.853332,4.496851
77,0,9,9169,VIER HUISKENS,50.853235,4.501137
77,1,1,7501,HIPPODROME,50.849530,4.505415
77,1,10,1638B,KRAAINEM,50.848754,4.458553
77,1,2,9561,VIER HUISKENS,50.853434,4.500712
77,1,3,1381,LONG-CHENE,50.853365,4.496515
77,1,4,1387,DEUTSCHE SCHULE,50.852518,4.490754
77,1,5,1635,EGLISE WEZEMBEEK,50.853658,4.482068
77,1,6,1659,GERGEL,50.850898,4.486474
77,1,7,3456,HENRIETTE LAUWERS,50.850306,4.483009
77,1,8,2425,KRAAINEM-SHOPPING,50.848221,4.472851
77,1,9,1673,REINE ASTRID,50.848287,4.466527
78,0,1,3850,HUMANITE,50.810765,4.303466
78,0,10,2528,VETERINAIRES,50.832620,4.328908
78,0,11,2541,PLACE V. HORTA,50.834784,4.332879
78,0,12,1662,GARE DU MIDI,50.838508,4.336507
78,0,2,3815,MOZART,50.810729,4.305499
78,0,3,3851,BOLLINCKX,50.813408,4.307128
78,0,4,3860,INTERNATIONAL,50.816204,4.307848
78,0,5,3859,LABEUR,50.819864,4.308609
78,0,6,3856,DIGUE DU CANAL,50.824377,4.309924
78,0,7,1665,HERMES,50.828595,4.316431
78,0,8,3858,PETITE ILE,50.830575,4.320065
78,0,9,3852,DEUX GARES,50.832052,4.324833
78,1,1,1664,GARE DU MIDI,50.838616,4.336440
78,1,10,3810,BOLLINCKX,50.813705,4.306968
78,1,11,3814,MOZART,50.810288,4.305160
78,1,12,3850,HUMANITE,50.810765,4.303466
78,1,2,3800,ELOY,50.835641,4.331204
78,1,3,3802,VETERINAIRES,50.833098,4.327990
78,1,4,3804,DEUX GARES,50.832053,4.324230
78,1,5,3805,PETITE ILE,50.830458,4.319426
78,1,6,1666,HERMES,50.828587,4.315907
78,1,7,3808,DIGUE DU CANAL,50.823468,4.308548
78,1,8,3812,LABEUR,50.820529,4.308197
78,1,9,3853,INTERNATIONAL,50.816699,4.307634
79,0,1,3920,ANDROMEDE,50.854699,4.425119
79,0,10,1463,GUEUX,50.846985,4.390915
79,0,11,1464,MICHEL-ANGE,50.845282,4.386558
79,0,12,1317,SCHUMAN,50.844329,4.384186
79,0,13,3080,MARIE-LOUISE,50.845024,4.377555
79,0,14,6465,MAELBEEK,50.843551,4.378072
79,0,15,3911,DIVIN SAUVEUR,50.850357,4.408401
79,0,16,6450,DIAMANT,50.848802,4.401668
79,0,17,1462,VICTOR HUGO,50.847998,4.398087
79,0,18,6055,JAMBLINNE DE MEUX,50.847060,4.393260
79,0,19,1463,GUEUX,50.846985,4.390915
79,0,2,3902,CAPRICORNE,50.855157,4.420893
79,0,20,1464,MICHEL-ANGE,50.845282,4.386558
79,0,21,1317,SCHUMAN,50.844329,4.384186
79,0,22,3080,MARIE-LOUISE,50.845024,4.377555
79,0,23,6465,MAELBEEK,50.843551,4.378072
79,0,24,1497B,TOULOUSE,50.843138,4.375982
79,0,25,1160,TREVES,50.841975,4.374715
79,0,26,1162C,LUXEMBOURG,50.839401,4.373376
79,0,27,1776,SCIENCE,50.839925,4.369258
79,0,28,6432,TRONE,50.840537,4.366324
79,0,29,1124,TRONE,50.841632,4.364819
79,0,3,3903,PLEIADES,50.854016,4.418262
79,0,30,3567,ROYALE,50.842748,4.358813
79,0,31,1003,GARE CENTRALE,50.844659,4.359615
79,0,4,3904,CARENE,50.854499,4.414556
79,0,5,3905,COLONEL BOURG,50.852523,4.409583
79,0,6,3911,DIVIN SAUVEUR,50.850357,4.408401
79,0,7,6450,DIAMANT,50.848802,4.401668
79,0,8,1462,VICTOR HUGO,50.847998,4.398087
79,0,9,6055,JAMBLINNE DE MEUX,50.847060,4.393260
79,1,1,6464,MAELBEEK,50.843725,4.378319
79,1,10,3956,COLONEL BOURG,50.852440,4.409463
79,1,11,3957,CARENE,50.854704,4.415206
79,1,12,3958,PLEIADES,50.853929,4.418145
79,1,13,3959,CAPRICORNE,50.855180,4.421039
79,1,14,3962,ANDROMEDE,50.854456,4.425251
79,1,15,3463,GULLEDELLE,50.855561,4.428543
79,1,16,1321,ARIANE,50.856610,4.432322
79,1,17,1551,MARCEL THIRY,50.854788,4.440301
79,1,18,2022,THIRY-WOLUWE,50.854805,4.445186
79,1,19,1043,HOF TER MUSSCHEN,50.854208,4.447844
79,1,2,3081,MARIE-LOUISE,50.845721,4.378078
79,1,20,2037,CLINIQUES-UCL,50.851204,4.451656
79,1,21,2038,AUDITOIRES-UCL,50.850663,4.454183
79,1,22,2039,MOUNIER,50.850310,4.457931
79,1,23,1339,KRAAINEM,50.849022,4.459021
79,1,24,1321,ARIANE,50.856610,4.432322
79,1,25,1551,MARCEL THIRY,50.854788,4.440301
79,1,26,2022,THIRY-WOLUWE,50.854805,4.445186
79,1,27,1043,HOF TER MUSSCHEN,50.854208,4.447844
79,1,28,2037,CLINIQUES-UCL,50.851204,4.451656
79,1,29,2038,AUDITOIRES-UCL,50.850663,4.454183
79,1,3,1273,AMBIORIX,50.846234,4.383470
79,1,30,2039,MOUNIER,50.850310,4.457931
79,1,31,1339,KRAAINEM,50.849022,4.459021
79,1,4,1318,SCHUMAN,50.844356,4.383817
79,1,5,1402B,MICHEL-ANGE,50.845205,4.386602
79,1,6,1419,GUEUX,50.847115,4.391358
79,1,7,1403,JAMBLINNE DE MEUX,50.847236,4.393729
79,1,8,1404,VICTOR HUGO,50.847707,4.397407
79,1,9,6448,DIAMANT,50.849465,4.402304
8,0,1,5272F,MUSEE DU TRAM,50.832330,4.432595
8,0,10,5407F,ULB,50.814061,4.384119
8,0,11,5413F,SOLBOSCH,50.810503,4.385857
8,0,12,5414F,MARIE-JOSE,50.806384,4.387635
8,0,13,5415F,BRESIL,50.802634,4.390584
8,0,14,5416F,BOONDAEL GARE,50.801169,4.393449
8,0,15,5417F,HIPPOD. BOITSFORT,50.796541,4.399968
8,0,16,5420F,BOITSFORT GARE,50.795447,4.407814
8,0,17,5421,DELLEUR,50.795733,4.413573
8,0,18,5422,WIENER,50.798194,4.418753
8,0,19,5423,FAUCONNERIE,50.801015,4.422699
8,0,2,5223F,PARC DES SOURCES,50.837131,4.435076
8,0,20,2077,TENREUKEN,50.805087,4.426706
8,0,21,2086,PARC SENY,50.809130,4.427589
8,0,22,5426,HERRMANN-DEBROUX,50.811881,4.427820
8,0,23,5269F,AUDERGHEM-SHOP.,50.816286,4.426179
8,0,24,5270F,ROND-PT SOUVERAIN,50.819305,4.429092
8,0,25,5271F,EMPAIN,50.824976,4.431867
8,0,26,5272F,MUSEE DU TRAM,50.832330,4.432595
8,0,27,5223F,PARC DES SOURCES,50.837131,4.435076
8,0,28,5225F,VOOT,50.840564,4.436723
8,0,29,5227F,WOLUWE SHOPPING,50.844597,4.438395
8,0,3,5225F,VOOT,50.840564,4.436723
8,0,30,5229F,ROODEBEEK,50.847523,4.436331
8,0,4,5227F,WOLUWE SHOPPING,50.844597,4.438395
8,0,5,5229F,ROODEBEEK,50.847523,4.436331
8,0,6,5409,ABBAYE,50.818926,4.370739
8,0,7,1047F,LEGRAND,50.815959,4.371874
8,0,8,5258,CAMBRE-ETOILE,50.816489,4.377479
8,0,9,2351F,BUYL,50.818916,4.378789
8,1,1,3481,BUYL,50.817420,4.378614
8,1,10,2014,PARC SENY,50.808319,4.427192
8,1,11,2026,TENREUKEN,50.804848,4.426382
8,1,12,5430,FAUCONNERIE,50.800907,4.422359
8,1,13,5452,WIENER,50.798140,4.418256
8,1,14,5453,DELLEUR,50.795651,4.412956
8,1,15,5454F,BOITSFORT GARE,50.795593,4.406981
8,1,16,5449F,HIPPOD. BOITSFORT,50.796679,4.399363
8,1,17,5451F,BOONDAEL GARE,50.801438,4.393009
8,1,18,5459F,BRESIL,50.802854,4.390373
8,1,19,5460F,MARIE-JOSE,50.806653,4.387677
8,1,2,5208,CAMBRE-ETOILE,50.816372,4.376301
8,1,20,5461F,SOLBOSCH,50.810834,4.385835
8,1,21,5462F,ULB,50.813657,4.384332
8,1,22,5468,JEANNE,50.815500,4.383566
8,1,23,3481,BUYL,50.817420,4.378614
8,1,24,5208,CAMBRE-ETOILE,50.816372,4.376301
8,1,25,1046G,LEGRAND,50.816346,4.371817
8,1,26,5466,ABBAYE,50.819834,4.370512
8,1,27,5467,VLEURGAT,50.824108,4.366996
8,1,28,5475,BAILLI,50.827628,4.363358
8,1,29,5469,DEFACQZ,50.829416,4.361541
8,1,3,1046G,LEGRAND,50.816346,4.371817
8,1,30,5470,STEPHANIE,50.833183,4.357651
8,1,31,6361,LOUISE,50.835888,4.355039
8,1,4,5466,ABBAYE,50.819834,4.370512
8,1,5,5467,VLEURGAT,50.824108,4.366996
8,1,6,5475,BAILLI,50.827628,4.363358
8,1,7,5469,DEFACQZ,50.829416,4.361541
8,1,8,5470,STEPHANIE,50.833183,4.357651
8,1,9,6361,LOUISE,50.835888,4.355039
80,0,1,3274,CIM. DE BRUXELLES,50.864218,4.418716
80,0,10,3957,CARENE,50.854704,4.415206
80,0,11,3272,PADUWA,50.859714,4.414957
80,0,12,3273,ARTEMIS,50.861570,4.415903
80,0,13,3274,CIM. DE BRUXELLES,50.864218,4.418716
80,0,14,3285,DIABLOTINS,50.865371,4.422078
80,0,15,3276,JULES BORDET,50.870754,4.418774
80,0,16,5046,DA VINCI,50.874586,4.413341
80,0,17,5361,BORDET STATION,50.878442,4.409805
80,0,18,1283B,BIPLAN,50.884092,4.410163
80,0,19,2294B,GARE DE HAREN-SUD,50.889600,4.416634
80,0,2,3285,DIABLOTINS,50.865371,4.422078
80,0,20,2987,CORTENBACH,50.891847,4.418029
80,0,21,2986B,TWYENINCK,50.896196,4.421147
80,0,22,9946,HAREN,50.893058,4.422934
80,0,23,3273,ARTEMIS,50.861570,4.415903
80,0,24,3274,CIM. DE BRUXELLES,50.864218,4.418716
80,0,25,3285,DIABLOTINS,50.865371,4.422078
80,0,26,3276,JULES BORDET,50.870754,4.418774
80,0,27,5046,DA VINCI,50.874586,4.413341
80,0,28,5361,BORDET STATION,50.878442,4.409805
80,0,29,1283B,BIPLAN,50.884092,4.410163
80,0,3,3276,JULES BORDET,50.870754,4.418774
80,0,30,2294B,GARE DE HAREN-SUD,50.889600,4.416634
80,0,31,2987,CORTENBACH,50.891847,4.418029
80,0,32,2986B,TWYENINCK,50.896196,4.421147
80,0,33,9946,HAREN,50.893058,4.422934
80,0,4,5046,DA VINCI,50.874586,4.413341
80,0,5,5361,BORDET STATION,50.878442,4.409805
80,0,6,1141,MEUDON,50.845080,4.417254
80,0,7,3954,HEYDENBERG,50.849058,4.417147
80,0,8,3952,FEVRIER,50.850804,4.410228
80,0,9,3956,COLONEL BOURG,50.852440,4.409463
80,1,1,2895,HAREN,50.892834,4.421413
80,1,10,3401,CIM. DE BRUXELLES,50.864254,4.418196
80,1,11,3210B,ARTEMIS,50.862308,4.416194
80,1,12,3898,PADUWA,50.858891,4.413634
80,1,13,3904,CARENE,50.854499,4.414556
80,1,14,3905,COLONEL BOURG,50.852523,4.409583
80,1,15,3906,FEVRIER,50.850669,4.411340
80,1,16,3908,HEYDENBERG,50.849013,4.416848
80,1,17,1152,MEUDON,50.844896,4.416770
80,1,18,1153,DEGROOFF,50.843612,4.411504
80,1,19,1154,GEORGES HENRI,50.841746,4.406374
80,1,2,2988,CORTENBACH,50.892117,4.417902
80,1,20,2287,MONTGOMERY,50.838007,4.406021
80,1,21,1156,MERODE,50.839607,4.398226
80,1,22,1159,GAULOIS,50.838242,4.392106
80,1,23,3912,LEMAN,50.836831,4.387349
80,1,24,1873,NERVIENS,50.839106,4.385817
80,1,25,3117,PARC LEOPOLD,50.839547,4.380607
80,1,26,3921,JOURDAN,50.837471,4.380280
80,1,27,1769B,MUSEUM,50.835839,4.374913
80,1,28,1983,IDALIE,50.836394,4.370789
80,1,29,4367B,LUXEMBOURG,50.838176,4.372821
80,1,3,2292B,GARE DE HAREN-SUD,50.889968,4.414876
80,1,30,1776,SCIENCE,50.839925,4.369258
80,1,31,6432,TRONE,50.840537,4.366324
80,1,32,4952,PORTE DE NAMUR,50.838883,4.363086
80,1,4,2908B,BIPLAN,50.885733,4.410310
80,1,5,3176,VANDENHOVEN,50.882205,4.407163
80,1,6,5362,BORDET STATION,50.878099,4.409958
80,1,7,5045,DA VINCI,50.874929,4.412712
80,1,8,3207,JULES BORDET,50.870623,4.418589
80,1,9,3200,DIABLOTINS,50.865434,4.421794
81,0,1,3611F,MARIUS RENARD,50.824926,4.282034
81,0,10,2259F,CUREGHEM,50.837038,4.318582
81,0,11,2260F,ALBERT I,50.839207,4.323336
81,0,12,6860G,CONSEIL,50.839140,4.329839
81,0,13,6705F,BARA,50.838915,4.337476
81,0,14,0631,GARE DU MIDI,50.836497,4.337946
81,0,15,2539F,SUEDE,50.834069,4.335790
81,0,16,2544F,AVENUE DU ROI,50.831353,4.332286
81,0,17,2548F,IMPRIMERIE,50.828952,4.329208
81,0,18,5718,ORBAN,50.826901,4.327151
81,0,19,5175,WIELS,50.824182,4.327395
81,0,2,3612F,PARC VIVES,50.825882,4.285623
81,0,3,3613F,FRANS HALS,50.827232,4.288942
81,0,4,6799F,VAN BEETHOVEN,50.828656,4.292407
81,0,5,6856,YSAYE,50.830357,4.296602
81,0,6,6857,MEIR,50.832599,4.302702
81,0,7,3371F,SAINT-GUIDON,50.834771,4.306349
81,0,8,2257G,RESISTANCE,50.835721,4.312172
81,0,9,6858G,DOUVRES,50.836122,4.314737
81,1,1,2671F,SUEDE,50.834276,4.336173
81,1,10,6810,MEIR,50.832679,4.301780
81,1,11,6811,YSAYE,50.830780,4.297495
81,1,12,6792F,VAN BEETHOVEN,50.828862,4.292786
81,1,13,3608,FRANS HALS,50.827061,4.288346
81,1,14,3609F,PARC VIVES,50.826152,4.286105
81,1,15,3610F,MARIUS RENARD,50.824935,4.281424
81,1,16,6792F,VAN BEETHOVEN,50.828862,4.292786
81,1,17,3608,FRANS HALS,50.827061,4.288346
81,1,18,3609F,PARC VIVES,50.826152,4.286105
81,1,19,3610F,MARIUS RENARD,50.824935,4.281424
81,1,2,0636,GARE DU MIDI,50.836811,4.337407
81,1,3,6068,BARA,50.838807,4.337050
81,1,4,6808G,CONSEIL,50.839317,4.329540
81,1,5,2217F,ALBERT I,50.839153,4.322924
81,1,6,2218F,CUREGHEM,50.836813,4.318029
81,1,7,6809F,DOUVRES,50.836065,4.314026
81,1,8,2220F,RESISTANCE,50.835640,4.311456
81,1,9,3370F,SAINT-GUIDON,50.834684,4.305637
82,0,1,1306F,SCHWEITZER,50.864418,4.297090
82,0,10,6005,JOSEPH BAECK,50.851744,4.316905
82,0,11,3253F,GARE DE L'OUEST,50.848843,4.321708
82,0,12,3257F,QUATRE-VENTS,50.849186,4.326010
82,0,13,3263F,DUCHESSE BRABANT,50.849449,4.329370
82,0,14,6648F,TRIANGLE,50.850009,4.334997
82,0,15,6650G,ARTS ET METIERS,50.847602,4.337914
82,0,16,6659F,PTE D'ANDERLECHT,50.844281,4.339209
82,0,17,6657,LEMONNIER,50.840048,4.340684
82,0,18,0631,GARE DU MIDI,50.836497,4.337946
82,0,19,2539F,SUEDE,50.834069,4.335790
82,0,2,4005F,GENOT,50.861855,4.301616
82,0,20,2544F,AVENUE DU ROI,50.831353,4.332286
82,0,21,2548F,IMPRIMERIE,50.828952,4.329208
82,0,22,5718,ORBAN,50.826901,4.327151
